@RELATION fall

@ATTRIBUTE index INTEGER
@ATTRIBUTE meanV REAL
@ATTRIBUTE meanH REAL
@ATTRIBUTE meanM REAL
@ATTRIBUTE mstdV REAL
@ATTRIBUTE stdH REAL
@ATTRIBUTE stdM REAL
@ATTRIBUTE dofall {yes,no}

@DATA
655,80.21735403,76.29748364,110.7074253,0.495877818,0.567520982,0.75021377,yes
656,80.52619451,76.66163447,111.1822009,0.489813765,0.599044369,0.767641198,yes
657,80.84459051,77.05448831,111.6837172,0.485218701,0.621883956,0.780262602,yes
658,81.15242721,77.44629248,112.1768973,0.485115325,0.629604635,0.785616364,yes
659,81.4653313,77.8429578,112.6771341,0.514751779,0.647958724,0.819745924,yes
660,81.80073981,78.25540587,113.2045823,0.533363671,0.646452176,0.832187523,yes
661,82.13222334,78.64969326,113.7166715,0.532088989,0.617997635,0.811653919,yes
662,82.46769363,79.02660648,114.2196464,0.543373943,0.596839526,0.805128766,yes
663,82.81340113,79.3952786,114.7243245,0.536725802,0.557312334,0.772962205,yes
664,83.14089557,79.72957234,115.1920716,0.51381921,0.504783032,0.720168166,yes
665,83.46321872,80.04179906,115.6408169,0.512697957,0.483692487,0.70480358,yes
666,83.79302053,80.35322778,116.0944081,0.504541143,0.469666962,0.689225619,yes
667,84.10358143,80.64487039,116.5204172,0.489867849,0.456450473,0.669485408,yes
668,84.4137834,80.93328755,116.943935,0.5003081,0.468217283,0.685169108,yes
669,84.73921238,81.23460476,117.3873725,0.503199864,0.468819968,0.687668208,yes
670,85.05251157,81.52283967,117.8130017,0.498369057,0.454308285,0.674132917,yes
671,85.36963758,81.80657958,118.2382854,0.517337374,0.457072229,0.689728807,yes
672,85.70599192,82.09768407,118.6825519,0.524585446,0.446600698,0.687712248,yes
673,86.0303972,82.36850774,119.1041668,0.517061356,0.422589377,0.665683264,yes
674,86.35508976,82.63135464,119.520481,0.526878236,0.418821144,0.670204983,yes
675,86.68892848,82.89829881,119.9462441,0.515282383,0.405258681,0.652487216,yes
676,86.99800416,83.14146492,120.3376864,0.482296431,0.378614619,0.61024999,yes
677,87.296656,83.36952873,120.7111745,0.472111759,0.364460348,0.593081352,yes
678,87.60648205,83.58823465,121.0863142,0.465952062,0.322442751,0.559069178,yes
679,87.90770939,83.76813871,121.4285104,0.476398919,0.264000353,0.525133124,yes
680,88.22132188,83.95270861,121.7829242,0.524676089,0.277997138,0.57047795,yes
681,88.55407238,84.19164931,122.1886695,0.53856226,0.384885186,0.649185035,yes
682,88.8708924,84.48094743,122.6176025,0.508694376,0.537177141,0.730940093,yes
683,89.18140912,84.83091438,123.0838367,0.484315523,0.675580297,0.81370116,yes
684,89.513661,85.16869222,123.5573643,0.489714757,0.607380921,0.763496663,yes
685,89.85209759,85.42076303,123.9764321,0.549476447,0.404115331,0.635097967,yes
686,90.22789515,85.59469428,124.3690226,0.656098384,0.198719143,0.555591531,yes
687,90.66780063,85.6575645,124.7321864,0.74772302,0.075210797,0.502381232,yes
688,91.1300045,85.60477761,125.0325513,0.768952489,0.104851972,0.498271955,yes
689,91.54797947,85.67000546,125.381565,0.690511555,0.23328344,0.581509627,yes
690,91.8018104,85.9166732,125.7354727,0.44597715,0.560927103,0.557753716,yes
691,91.7593895,86.11391806,125.8402613,0.529709562,0.617668013,0.43410624,yes
692,91.48945354,86.31879141,125.7849687,0.84196706,0.558386277,0.514854477,yes
693,91.08466015,86.56268567,125.6582997,0.963467305,0.291248045,0.628545762,yes
694,90.64082246,86.64082957,125.3896258,0.770150945,0.135927262,0.635478463,yes
695,90.39967841,86.45925431,125.0896722,0.376752524,0.310729281,0.294121604,yes
696,90.59645438,86.33435304,125.146953,0.764030806,0.341846524,0.416378686,yes
697,91.087839,86.25173646,125.4476249,1.202141561,0.312546747,0.777922624,yes
698,91.77322362,86.20785271,125.9160571,1.424726895,0.246016073,1.08241156,yes
699,92.5769616,86.28519044,126.5543078,1.344501111,0.372418844,1.220746884,yes
700,93.35361919,86.55331848,127.3047099,1.054933475,0.506079745,1.107478077,yes
701,93.97672528,86.87675815,127.981337,0.878198138,0.589536112,1.041873476,yes
702,94.51552925,87.22884606,128.615954,0.774435126,0.594555783,0.971996729,yes
703,94.99232985,87.55455032,129.1872848,0.712972309,0.506857831,0.865774987,yes
704,95.44525373,87.83361773,129.7095765,0.702887935,0.388194682,0.776557935,yes
705,95.89422804,88.06616899,130.1975683,0.704314829,0.300609289,0.720616856,yes
706,96.32168826,88.26242809,130.645238,0.676695367,0.268783453,0.679863585,yes
707,96.72542742,88.45780588,131.0748816,0.639598171,0.324820807,0.688138897,yes
708,97.10338741,88.68012676,131.5037763,0.560660004,0.383056422,0.669326217,yes
709,97.41972536,88.91520477,131.8958609,0.458011298,0.405088347,0.609812118,yes
710,97.69343199,89.1539568,132.2589714,0.395176459,0.397503877,0.559555098,yes
711,97.95361506,89.3733571,132.5990567,0.367766869,0.323614014,0.487078636,yes
712,98.19959623,89.51950514,132.8793455,0.386418419,0.211329255,0.414171808,yes
713,98.46867694,89.60411818,133.1354134,0.463654915,0.112456768,0.390740677,yes
714,98.78485392,89.63375106,133.3895594,0.530340686,0.054953672,0.370067535,yes
715,99.10918711,89.60877228,133.6132882,0.550086535,0.083183404,0.353328907,yes
716,99.44135612,89.5889608,133.8465097,0.547804151,0.060165857,0.38730743,yes
717,99.79577943,89.63165738,134.1383814,0.532984612,0.137743219,0.459185977,yes
718,100.1624765,89.72239331,134.4718097,0.568001531,0.24072457,0.57708123,yes
719,100.572933,89.84220268,134.8576692,0.697350984,0.286355024,0.707045233,yes
720,101.0372379,89.96326293,135.2850349,0.805370098,0.224967121,0.733856804,yes
721,101.5238563,90.01642415,135.68454,0.834069403,0.13631848,0.639372046,yes
722,102.0059918,89.97252103,136.0169644,0.779511871,0.212818266,0.480415602,yes
723,102.438083,89.83788044,136.2524666,0.622412416,0.318131406,0.278015772,yes
724,102.772,89.66799035,136.3916044,0.454236521,0.328342324,0.132417113,yes
725,103.066327,89.51342987,136.5117908,0.386250652,0.24429313,0.157968022,yes
726,103.3579095,89.3935947,136.6535169,0.433056228,0.145373191,0.26334428,yes
727,103.6486954,89.29704709,136.8106194,0.524804498,0.089078954,0.346047297,yes
728,103.9842119,89.233991,137.0240935,0.613740482,0.105806135,0.40242653,yes
729,104.3664869,89.17484636,137.2760571,0.616282895,0.130583516,0.38475572,yes
730,104.727463,89.09832395,137.5010014,0.564934735,0.12986645,0.346851868,yes
731,105.0757493,89.03799448,137.7273039,0.535493112,0.085277749,0.357988497,yes
732,105.4285061,89.00199349,137.9733007,0.519544937,0.053804226,0.37299267,yes
733,105.7576065,88.95734906,138.1962053,0.524005714,0.057884152,0.374944869,yes
734,106.0928725,88.90965095,138.422405,0.560510749,0.087290322,0.385427943,yes
735,106.4525709,88.85173062,138.6612942,0.567469744,0.138177698,0.350493152,yes
736,106.7931671,88.74874819,138.8571793,0.539575963,0.197115028,0.292838353,yes
737,107.1245995,88.62331292,139.0322633,0.527649255,0.213159083,0.274409448,yes
738,107.464603,88.49981882,139.2158433,0.508680116,0.217690447,0.256722574,yes
739,107.784495,88.3578783,139.3728835,0.497408333,0.221924553,0.246691085,yes
740,108.1099171,88.22105987,139.5381819,0.534499507,0.201623336,0.288207175,yes
741,108.4677479,88.10153479,139.7402644,0.570005672,0.197189643,0.320723257,yes
742,108.827647,87.95679825,139.9288904,0.588759734,0.230644418,0.317424705,yes
743,109.2115947,87.77378034,140.1132494,0.637096524,0.296849994,0.319135026,yes
744,109.6316238,87.5662664,140.3116414,0.668120521,0.387818772,0.284315461,yes
745,110.0323135,87.34563452,140.4876974,0.651083321,0.411936133,0.254055836,yes
746,110.4194707,87.16266082,140.6772992,0.627809994,0.312979969,0.316472969,yes
747,110.8067911,87.08680849,140.9340118,0.568537736,0.196279162,0.434276121,yes
748,111.1424998,87.1322976,141.2257777,0.494181946,0.276928509,0.535002357,yes
749,111.4432574,87.29469516,141.562596,0.470215106,0.409270015,0.618185441,yes
750,111.7638738,87.4756693,141.9266271,0.478018469,0.372615826,0.594365017,yes
751,112.085434,87.58538327,142.2477206,0.512338347,0.236250661,0.480212664,yes
752,112.4286693,87.59374361,142.5239285,0.596846319,0.221636755,0.393196602,yes
753,112.8163846,87.52870726,142.7904419,0.648620612,0.275577161,0.350418912,yes
754,113.209016,87.40967921,143.0279146,0.635557978,0.230665301,0.378639485,yes
755,113.5947279,87.34613937,143.2942606,0.617665277,0.124408529,0.477931325,yes
756,113.9787883,87.37391531,143.6155082,0.572678072,0.173681067,0.54493183,yes
757,114.324238,87.45365412,143.9381558,0.522598819,0.212814092,0.542014033,yes
758,114.6587413,87.55251007,144.2639712,0.525081381,0.199469898,0.533838116,yes
759,115.0095602,87.65060786,144.6024852,0.541596555,0.11503029,0.49310574,yes
760,115.3561322,87.7049354,144.9112536,0.562379498,0.04044598,0.468817548,yes
761,115.7282349,87.74980725,145.2347808,0.624464663,0.067298932,0.532726461,yes
762,116.1455166,87.81194311,145.6049456,0.671128552,0.119950715,0.602096626,yes
763,116.565185,87.8800249,145.9808615,0.690148959,0.152544029,0.641168725,yes
764,117.0009168,87.98226802,146.3904179,0.719182639,0.19841328,0.69358979,yes
765,117.4604228,88.12942375,146.846161,0.714255653,0.232759837,0.709499392,yes
766,117.8923959,88.28051779,147.2823802,0.679523004,0.26186135,0.699631789,yes
767,118.3093937,88.45717152,147.7220401,0.663716264,0.31713958,0.720744494,yes
768,118.730142,88.68718403,148.1967261,0.632309683,0.376208964,0.730324625,yes
769,119.1184965,88.93660586,148.657114,0.597989717,0.424046629,0.731833808,yes
770,119.497261,89.20890676,149.1235228,0.60766508,0.478351494,0.772860684,yes
771,119.8934555,89.50763658,149.6197123,0.613055732,0.485607316,0.781578642,yes
772,120.2759294,89.79677673,150.0991697,0.608763154,0.449744844,0.756520506,yes
773,120.6651682,90.07696474,150.5786951,0.636496613,0.435527469,0.770411677,yes
774,121.0803929,90.36986299,151.0866469,0.650209028,0.440272302,0.784309837,yes
775,121.4813128,90.65883177,151.580783,0.641327793,0.467001875,0.79285429,yes
776,121.8825579,90.97603413,152.0920745,0.651927424,0.538041535,0.843485363,yes
777,122.3001156,91.34363489,152.646609,0.642207384,0.608436295,0.878051989,yes
778,122.6962858,91.73117755,153.19597,0.619729924,0.647637873,0.883938502,yes
779,123.0900409,92.13612746,153.7538469,0.6346899,0.678223647,0.914455233,yes
780,123.5051708,92.56951783,154.3459191,0.644367624,0.679015306,0.922722537,yes
781,123.903607,93.00059493,154.9233173,0.636916166,0.673525225,0.913565298,yes
782,124.3002787,93.43914806,155.5038882,0.64689414,0.707787943,0.942057601,yes
783,124.7080895,93.89857796,156.106011,0.627152411,0.737040326,0.94413362,yes
784,125.0858001,94.3573917,156.6838254,0.583429796,0.741024203,0.911887725,yes
785,125.4498477,94.81734004,157.2515187,0.575302627,0.740865327,0.905551407,yes
786,125.8275837,95.26437059,157.8224175,0.572438394,0.688138325,0.870796209,yes
787,126.1909039,95.65536633,158.3480623,0.576860899,0.594427816,0.816535573,yes
788,126.565872,96.0009946,158.85564,0.622259937,0.508335584,0.800805278,yes
789,126.9744677,96.31088403,159.3684576,0.651520726,0.424392745,0.774781799,yes
790,127.3758552,96.56982477,159.844756,0.648357837,0.379310631,0.745752155,yes
791,127.7796708,96.82520855,160.3208353,0.657135247,0.405312396,0.768050956,yes
792,128.199765,97.10037221,160.8218397,0.643943857,0.437565414,0.776850957,yes
793,128.6007311,97.36885908,161.3035746,0.62502333,0.451887082,0.770918861,yes
794,129.0102599,97.70009659,161.8300307,0.661993166,0.553386132,0.8608121,yes
795,129.450188,98.16445551,162.4612314,0.697688372,0.780053786,1.022255186,yes
796,129.8760241,98.71217969,163.1318503,0.697792591,1.00886211,1.161493679,yes
797,130.2990613,99.32084726,163.8373354,0.692972772,1.146776795,1.244917076,yes
798,130.7440635,100.0210718,164.6160154,0.668170514,1.150139966,1.228741077,yes
799,131.1533532,100.7413515,165.3789542,0.628971374,1.073429328,1.152033971,yes
800,131.5383839,101.3966165,166.0836045,0.621954683,1.012736397,1.110481814,yes
801,131.9347529,102.0121603,166.7734536,0.607598799,0.966890427,1.071389786,yes
802,132.3179841,102.6366398,167.4588001,0.583883404,0.942653247,1.038392497,yes
803,132.6863664,103.2770646,168.1426976,0.601368628,1.000449537,1.088093666,yes
804,133.0742099,103.8885364,168.8245379,0.610617116,1.025399788,1.111396255,yes
805,133.4600295,104.4470386,169.4723273,0.608049352,0.923919855,1.044215867,yes
806,133.8628348,104.9755178,170.1151315,0.652204542,0.762700842,0.978246846,yes
807,134.2976069,105.4791712,170.7680012,0.701707993,0.663600587,0.960966873,yes
808,134.7317002,105.9216771,171.3827375,0.71413581,0.691278496,0.987608863,yes
809,135.1762586,106.3705406,172.0096964,0.728674311,0.783066101,1.056220272,yes
810,135.6405115,106.8765727,172.6875402,0.71311494,0.833077574,1.075675892,yes
811,136.0792126,107.3953537,173.3532641,0.682140667,0.823412618,1.045566543,yes
812,136.5083368,107.8789055,173.9896935,0.688285694,0.782747492,1.024665478,yes
813,136.9494629,108.3281955,174.6143353,0.680240261,0.675082087,0.949995999,yes
814,137.3680684,108.7167097,175.1836523,0.658347852,0.545977903,0.853210382,yes
815,137.7883724,109.0575893,175.7247711,0.675853923,0.477336454,0.826053088,yes
816,138.2318999,109.354896,176.257076,0.688767515,0.443094013,0.814841081,yes
817,138.6633049,109.6237808,176.7622512,0.692939648,0.42359014,0.805982499,yes
818,139.1061624,109.9047308,177.2839053,0.727348597,0.443956888,0.845664262,yes
819,139.5749749,110.2000279,177.8348322,0.734356296,0.458112613,0.859889022,yes
820,140.019748,110.4792936,178.3569683,0.707975283,0.469721376,0.846685048,yes
821,140.4542035,110.7830132,178.8861676,0.69560199,0.497397104,0.853913223,yes
822,140.894064,111.1118652,179.435182,0.660721223,0.506483451,0.832008552,yes
823,141.2977701,111.4054788,179.9339906,0.620846292,0.482091096,0.785683072,yes
824,141.6956343,111.6682423,180.4091322,0.636116996,0.430224204,0.763129813,yes
825,142.1199324,111.9107176,180.8925287,0.659078466,0.32598261,0.715428389,yes
826,142.537393,112.0895303,181.3312463,0.676360364,0.222075685,0.66683909,yes
827,142.9704107,112.2224183,181.7539049,0.722337844,0.187089011,0.68279147,yes
828,143.4404339,112.3544337,182.2052527,0.741748161,0.188379079,0.699366517,yes
829,143.8945103,112.4869766,182.6444999,0.725014765,0.214985786,0.701913775,yes
830,144.3429049,112.6431839,183.0939705,0.724120837,0.28597582,0.744940559,yes
831,144.8010878,112.8400936,183.5763151,0.698261273,0.341231958,0.759499784,yes
832,145.228074,113.0456847,184.0394878,0.657910365,0.353216848,0.735983102,yes
833,145.6453527,113.2726341,184.5081806,0.666690368,0.375142034,0.756512337,yes
834,146.084189,113.5362884,185.0164494,0.677595125,0.408069346,0.785033964,yes
835,146.5099977,113.8114754,185.5215215,0.682266256,0.456415604,0.818120452,yes
836,146.9435612,114.1189801,186.0525534,0.71520796,0.539653108,0.895374441,yes
837,147.4041193,114.4772298,186.6360399,0.721887686,0.5953469,0.935123961,yes
838,147.8416909,114.8439067,187.2065455,0.692562486,0.603606795,0.917172898,yes
839,148.2711046,115.203009,187.7659592,0.68661552,0.586268859,0.901695215,yes
840,148.7112839,115.5445521,188.3231032,0.667795137,0.510501181,0.839294212,yes
841,149.127769,115.8285374,188.8262401,0.647888487,0.40613924,0.758606969,yes
842,149.5428614,116.067979,189.3009831,0.676096081,0.337432435,0.739706181,yes
843,149.9824246,116.2859973,189.7819495,0.688323377,0.299907781,0.727572262,yes
844,150.4037327,116.4815485,190.234746,0.674788454,0.302617245,0.718413264,yes
845,150.8266407,116.6936953,190.6990018,0.683012828,0.361007133,0.760142455,yes
846,151.2651247,116.9432134,191.198482,0.671612446,0.414953992,0.78437351,yes
847,151.6753869,117.2037808,191.6824218,0.643883014,0.444833954,0.781287318,yes
848,152.0815125,117.4764925,192.1705333,0.654515407,0.459755132,0.798952825,yes
849,152.5065979,117.7433861,192.6701156,0.652475081,0.408485294,0.764825969,yes
850,152.909737,117.9527182,193.1171996,0.638973601,0.311296409,0.691714539,yes
851,153.3227785,118.1226739,193.5481526,0.673857718,0.230109406,0.669650589,yes
852,153.7783631,118.3150385,194.0264989,0.713857859,0.256223678,0.716953609,yes
853,154.2340704,118.5394372,194.5244783,0.745407945,0.405079977,0.828966481,yes
854,154.708125,118.770748,195.0412952,0.797856872,0.491296526,0.928721772,yes
855,155.2301674,118.9953695,195.5922783,0.825729625,0.440813977,0.911326937,yes
856,155.7486423,119.260055,196.1648658,0.825725797,0.351573126,0.858824738,yes
857,156.2563451,119.5169288,196.7241721,0.829584101,0.332679827,0.85211179,yes
858,156.7620064,119.7154819,197.2464451,0.783240516,0.36394926,0.836573224,yes
859,157.2287436,119.9429333,197.755383,0.701508687,0.439294907,0.82282264,yes
860,157.6627335,120.2845739,198.3076513,0.660206377,0.528569299,0.839567318,yes
861,158.0876165,120.5471179,198.8047152,0.637800289,0.478430773,0.78731652,yes
862,158.4937144,120.6634423,199.1984205,0.638882986,0.374848816,0.663331582,yes
863,158.9123617,120.7641641,199.5928485,0.684579213,0.252148078,0.550700036,yes
864,159.3525711,120.8498334,199.9953536,0.705383201,0.211216284,0.520147794,yes
865,159.7777884,120.8543821,200.3368189,0.687632581,0.217274751,0.610680253,yes
866,160.1958998,120.96466,200.736623,0.663209383,0.383223025,0.752370638,yes
867,160.6017484,121.2653641,201.2417065,0.60149043,0.564756017,0.814147982,yes
868,160.960275,121.579841,201.7173437,0.540874657,0.580998201,0.778766265,yes
869,161.3135427,121.8650746,202.1711466,0.545367442,0.531812318,0.747633082,yes
870,161.7073874,122.1739666,202.6715844,0.612631514,0.403387973,0.72158023,yes
871,162.1036604,122.4292963,203.1417075,0.678407969,0.29710397,0.720046473,yes
872,162.5183751,122.6776846,203.6223244,0.724439177,0.435423199,0.834472515,yes
873,162.9377078,122.9822576,204.1404989,0.664323601,0.560724918,0.861395437,yes
874,163.3231785,123.3321935,204.659022,0.552531441,0.617453575,0.80974294,yes
875,163.6723074,123.6951213,205.1563806,0.510889839,0.63903426,0.792327188,yes
876,164.0301076,124.1217975,205.6991066,0.532509304,0.623446847,0.800118037,yes
877,164.4038381,124.4842402,206.2158042,0.634537636,0.578765646,0.851644853,yes
878,164.8565073,124.8453352,206.7946611,0.791818419,0.573500813,0.973736484,yes
879,165.3700826,125.2355311,207.4396505,0.886381795,0.609390711,1.072098779,yes
880,165.8660886,125.6687358,208.0966261,0.844661851,0.678146839,1.074362904,yes
881,166.3429721,126.0941385,208.7336851,0.738160427,0.779401648,1.052795593,yes
882,166.7892366,126.5571951,209.3691141,0.594406304,0.765779864,0.934709947,yes
883,167.1734257,126.9866103,209.9347285,0.543087927,0.662376801,0.829292637,yes
884,167.5568417,127.3785711,210.477084,0.635963025,0.546238955,0.832889623,yes
885,168.0021171,127.7306388,211.0446208,0.743731468,0.49771822,0.89173367,yes
886,168.4701439,128.0635034,211.6186576,0.810925571,0.513198136,0.95577873,yes
887,168.9723734,128.4257953,212.2377242,0.844583016,0.61455808,1.042304549,yes
888,169.4980946,128.8503882,212.9132109,0.812941976,0.719043457,1.080253981,yes
889,169.981644,129.2662831,213.5498639,0.740507575,0.719512712,1.024521739,yes
890,170.4398243,129.5963288,214.1143617,0.709665704,0.573388635,0.900127725,yes
891,170.9015282,129.8412875,214.6302772,0.692427966,0.330617126,0.713623885,yes
892,171.3456218,129.9692376,215.0615535,0.698708659,0.102614779,0.56125976,yes
893,171.8157856,129.9878923,215.4477664,0.78155915,0.076260103,0.580502914,yes
894,172.3562923,129.9491332,215.8557955,0.879880024,0.050870407,0.676098041,yes
895,172.9297057,130.0112347,216.3511083,0.96360862,0.184472903,0.845777296,yes
896,173.5342348,130.2084121,216.952673,1.026892994,0.457705293,1.06658704,yes
897,174.1561585,130.5301869,217.6431167,0.989331448,0.701593402,1.197821514,yes
898,174.7220549,130.9412227,218.3424453,0.864223091,0.845100934,1.196717837,yes
899,175.2183119,131.496182,219.0725287,0.7309602,0.903514847,1.123833889,yes
900,175.6405805,132.0710359,219.7555136,0.578083083,0.896718392,0.99807364,yes
901,175.9790345,132.5591813,220.3194516,0.46715505,0.798812524,0.852521689,yes
902,176.2717465,132.978656,220.8056014,0.432747106,0.658472404,0.737080349,yes
903,176.5454313,133.302779,221.2191975,0.404603394,0.386104241,0.544381879,yes
904,176.7655082,133.3346287,221.4142462,0.357075282,0.323323568,0.326547602,yes
905,177.0185743,133.1195942,221.4877031,0.387798769,0.633669633,0.226160659,yes
906,177.3252456,132.7691944,221.5235394,0.487384913,0.877660617,0.19192664,yes
907,177.6738582,132.2462573,221.49082,0.632754865,1.010905586,0.183664715,yes
908,178.1274684,131.5852765,221.462025,0.855100381,0.984661844,0.12278591,yes
909,178.7579432,131.0229538,221.6367726,1.077980066,0.887772456,0.38384417,yes
910,179.4323298,130.6064295,221.9352125,1.190721547,0.703899474,0.604679517,yes
911,180.125669,130.331536,222.3337719,1.195527971,0.397347432,0.813588774,yes
912,180.8175115,130.2597287,222.8515368,1.054006806,0.249493126,0.935736179,yes
913,181.4118661,130.464981,223.4533934,0.813392799,0.539436814,0.948332545,yes
914,181.8681548,130.8883621,224.0711967,0.65224356,0.850909487,1.004661037,yes
915,182.2641282,131.3814001,224.6808104,0.532418514,0.954769844,0.983746274,yes
916,182.6186146,131.8315465,225.2315481,0.501394374,0.823021573,0.871629321,yes
917,182.9946022,132.2004062,225.7521558,0.626782161,0.516760711,0.761498358,yes
918,183.4373261,132.4573827,226.2616097,0.77593361,0.180089695,0.70921944,yes
919,183.9143165,132.6134056,226.7397466,0.842495116,0.178923904,0.768040015,yes
920,184.4273809,132.8064476,227.2687152,0.860936936,0.416030267,0.917817898,yes
921,184.9601565,133.1397397,227.8957619,0.804611438,0.702078431,1.051037751,yes
922,185.4362829,133.6297422,228.5686574,0.717965024,0.949402384,1.13210773,yes
923,185.8762216,134.2686442,229.2995134,0.682946343,1.143419549,1.220043657,yes
924,186.3183822,135.002443,230.0880398,0.655472164,1.238410081,1.256855533,yes
925,186.7279865,135.7661099,230.8681397,0.638719814,1.245884914,1.24888019,yes
926,187.1386389,136.5471063,231.6598144,0.676646023,1.234908671,1.274281962,yes
927,187.5842863,137.3436037,232.4895583,0.701194161,1.226059507,1.289920339,yes
928,188.0212164,138.1256104,233.3043871,0.702025915,1.242745498,1.301341313,yes
929,188.4695296,138.9052344,234.1275239,0.73695673,1.263748294,1.342770393,yes
930,188.9516876,139.6061081,234.9314326,0.753782612,1.116274038,1.264441086,yes
931,189.4198797,140.1861568,235.6525335,0.748510197,0.85865085,1.101631997,yes
932,189.8991265,140.6295468,236.3014346,0.783357088,0.568355315,0.954609834,yes
933,190.412096,140.9227617,236.8882654,0.801928623,0.281691131,0.805220117,yes
934,190.9121901,141.067916,237.3767491,0.801223905,0.16792016,0.738559249,yes
935,191.4206371,141.2631118,237.9016678,0.833505853,0.302725593,0.83112752,yes
936,191.9606117,141.5422434,238.5018147,0.840608995,0.542582244,0.979977543,yes
937,192.477193,141.9240444,239.1441762,0.820964107,0.801128136,1.129060528,yes
938,192.9931567,142.4906637,239.895957,0.833227647,1.090202651,1.315224686,yes
939,193.5290751,143.250667,240.7789379,0.825274282,1.287282615,1.427463017,yes
940,194.0368473,144.0903234,241.6871941,0.798312863,1.449985551,1.504749199,yes
941,194.5402133,145.0127614,242.6418464,0.813347197,1.561486972,1.585002785,yes
942,195.0662886,145.9864509,243.6459702,0.810932522,1.550720326,1.57793241,yes
943,195.5668907,146.8901282,244.5883718,0.791980733,1.422114017,1.486015889,yes
944,196.0665652,147.7179428,245.4850384,0.810321148,1.254139522,1.400043237,yes
945,196.5895488,148.4695223,246.3549446,0.808148291,1.0654114,1.285271905,yes
946,197.0848043,149.1119991,247.1373368,0.7825893,0.918618348,1.177984144,yes
947,197.5782318,149.6963735,247.8834538,0.79626811,0.899992699,1.178147537,yes
948,198.096001,150.2979529,248.6595137,0.797184835,0.928806296,1.196372257,yes
949,198.5938396,150.8945315,249.4168047,0.788642019,0.969317353,1.214242108,yes
950,199.0999293,151.5234966,250.2004016,0.828669192,1.049612372,1.294992055,yes
951,199.6411388,152.2260658,251.0567197,0.84880746,1.128066308,1.358914474,yes
952,200.1640353,152.9641919,251.9203141,0.83893078,1.201053334,1.39525856,yes
953,200.6936141,153.7497569,252.8183761,0.860580045,1.312836603,1.480928145,yes
954,201.3680849,154.7314532,253.9512624,1.065408224,1.609222305,1.824934642,yes
955,202.0153987,155.8068326,255.1205042,1.131567202,1.845650251,2.021205374,yes
956,202.6628488,156.9571299,256.3365178,1.151437916,2.011347715,2.13823489,yes
957,203.305422,158.13403,257.5658347,1.017667014,1.958907081,2.001626572,yes
958,203.8898765,159.2820205,258.7323875,0.718020677,1.662447447,1.588579342,yes
959,204.1976507,160.1448059,259.506153,0.516490747,1.290904984,1.195054361,yes
960,204.5099928,160.827953,260.1733336,0.362737473,0.885049262,0.818521278,yes
961,204.7667229,161.294514,260.6633722,0.353092894,0.547180656,0.588072943,yes
962,205.0659761,161.6567735,261.1225303,0.552736738,0.401133196,0.674783924,yes
963,205.4412392,161.9571271,261.6031761,0.817891162,0.521472834,0.964831776,yes
964,205.9758943,162.312244,262.2429022,0.909160649,0.61140634,1.092093599,yes
965,206.559088,162.6890348,262.934184,1.023843176,0.696732181,1.235259619,yes
966,207.2246168,163.1497773,263.7421029,1.056943893,0.733156268,1.283780569,yes
967,207.8641806,163.6541805,264.5566361,1.02680304,0.804812261,1.302054437,yes
968,208.4857005,164.2314499,265.4021243,0.994524839,0.972158863,1.376685873,yes
969,209.0867211,164.9111797,266.2950924,0.898878108,1.181455176,1.432193955,yes
970,209.5947987,165.6913668,267.177654,0.750185775,1.343885366,1.416376122,yes
971,210.0396013,166.5642941,268.0685553,0.665240554,1.476187745,1.434037908,yes
972,210.4758141,167.4856254,268.9832863,0.611293999,1.498449182,1.409764336,yes
973,210.8679836,168.378311,269.8462355,0.607492842,1.415574177,1.355379321,yes
974,211.2793616,169.2528482,270.7134906,0.703956436,1.341550577,1.386335072,yes
975,211.7709514,170.1351876,271.6489297,0.803215351,1.319898415,1.452037305,yes
976,212.2801685,170.989363,272.5810946,0.855828469,1.363099166,1.521292346,yes
977,212.8276264,171.8334397,273.5370855,0.932248326,1.405648312,1.607940711,yes
978,213.4211877,172.6955877,274.540613,0.937876736,1.36387665,1.586260592,yes
979,213.9762849,173.4932355,275.4739184,0.872038424,1.215668612,1.442302792,yes
980,214.5022584,174.2254928,276.3436706,0.834688077,1.092766786,1.336785152,yes
981,215.0304895,174.909124,277.1847447,0.769980801,1.006265047,1.232235398,yes
982,215.4934671,175.5393945,277.9416868,0.705537428,0.948916064,1.146028031,yes
983,215.9420625,176.1299096,278.6624928,0.720578969,0.954999092,1.161638115,yes
984,216.4279292,176.6992018,279.3988136,0.745665872,0.881765441,1.132610009,yes
985,216.9055609,177.1946411,280.0820922,0.771682945,0.750245321,1.067432742,yes
986,217.4090352,177.6331401,280.749405,0.856497061,0.633384934,1.060918577,yes
987,217.9762268,178.0217738,281.4345584,0.906850338,0.526962571,1.034871173,yes
988,218.5364836,178.2955188,282.0417425,0.908907981,0.413849951,0.961815847,yes
989,219.1034743,178.6150158,282.6830434,0.930061188,0.490471139,1.023305805,yes
990,219.7052984,179.0405852,283.4183767,0.925243272,0.710482679,1.152035291,yes
991,220.2847865,179.5226967,284.1721596,0.908951343,0.921863925,1.279823846,yes
992,220.849078,180.1049425,284.9775077,0.922067663,1.143028408,1.436607401,yes
993,221.4207771,180.886912,285.9149848,0.885687257,1.262110267,1.482738937,yes
994,221.9435948,181.5571943,286.7439332,0.800218403,1.117325534,1.323751802,yes
