0.06,4.88911,-7.14212,4.5156
0.06,4.90108,-7.68083,4.69278
0.06,5.1022,-7.23789,4.70236
0.1197,5.21712,-7.18522,4.32406
0.1201,5.21234,-7.05832,4.71912
0.1204,5.20994,-6.97452,4.67123
0.1804,5.07347,-7.14452,4.41744
0.1804,4.95615,-7.12057,4.4318
0.1804,4.79813,-7.24986,4.29772
0.2397,4.69517,-7.18761,4.12055
0.2415,4.59461,-7.13254,4.09421
0.2415,4.4749,-7.28578,3.55789
0.2994,4.20435,-7.37916,3.69915
0.2995,4.24984,-7.60182,4.31927
0.2997,4.25702,-7.76942,4.18998
0.3604,4.88911,-8.24349,4.19716
0.3604,4.93221,-8.14053,3.86197
0.3605,3.67042,-7.70956,3.99844
0.4208,3.38311,-7.93223,3.98168
0.4208,4.11815,-7.92266,3.83084
0.4208,5.32487,-8.80854,3.23945
0.4793,4.95375,-8.68403,3.3041
0.4798,3.99604,-9.7878,3.07425
0.4798,4.11576,-8.8229,3.08383
0.5392,3.26819,-7.779,5.66725
0.5397,6.99847,-6.61778,3.261
0.5405,6.84763,-9.25387,1.73106
0.5998,11.1669,-7.90829,4.24265
0.5999,7.53478,-8.21236,4.61137
0.5999,1.11094,-9.71118,1.05588
0.6591,-0.74223,-7.85083,1.07503
0.6596,-2.88989,-6.47651,3.67521
0.6596,-1.80289,-5.0615,4.26181
0.7195,-1.24981,-4.51321,4.96573
0.7195,1.14925,-6.33046,2.51638
0.7195,6.34962,-9.12937,-1.20911
0.7795,7.36,-11.65054,-0.9601
0.7798,11.15493,-14.81338,8.84445
0.7798,10.62579,-13.59948,7.26423
0.8401,4.51081,-11.81575,3.32804
0.8413,1.30967,-8.72953,2.94975
0.8413,1.04869,-7.7359,2.18118
0.8997,1.23784,-6.07667,2.26498
0.8997,3.82845,-3.49804,2.14288
0.8997,1.94176,-5.08544,4.01999
0.9605,1.51079,-6.57707,4.04872
0.9606,1.7574,-7.04635,2.6744
0.9606,2.07105,-7.74308,2.78215
1.0202,2.27935,-8.37996,1.82683
1.0202,1.97767,-8.69361,2.09499
1.0202,2.52596,-11.4997,2.70792
1.0798,2.43737,-15.03126,1.17798
1.0798,1.35277,-17.80143,2.2602
1.0798,1.26897,-16.61387,4.20914
1.1396,0.95292,-10.67368,3.77338
1.1406,-0.17957,-7.64492,3.29452
1.1407,-1.27854,-6.45736,2.57863
1.1995,-2.61215,-7.00804,2.17879
1.1995,-3.37353,-7.96575,2.94017
1.1995,-3.62493,-8.66009,2.89707
1.2595,-4.29293,-9.45739,3.16284
1.2596,-4.0559,-7.7359,2.44216
1.2599,-6.26103,-6.16526,2.89228
1.3198,-10.39594,-6.05991,3.34241
1.3199,-13.29541,-8.00406,2.71271
1.3199,-6.25624,-6.0647,4.19238
1.3795,-4.84122,-6.39511,4.0583
1.3798,-5.98329,-6.58904,4.52039
1.3798,-7.41986,-6.42144,3.98407
1.4397,-7.85083,-6.11498,2.86355
1.4408,-7.68562,-6.33046,1.26418
1.4408,-7.2762,-7.69999,-0.47167
1.4999,-6.61538,-8.81333,-2.50202
1.5004,-6.04554,-7.76224,-2.25062
1.5004,-5.605,-7.36239,0.0431
1.5601,-6.20357,-6.86678,1.03193
1.5601,-6.75185,-6.74467,1.22587
1.5601,-5.34881,-7.72154,-1.2977
1.6192,-5.02079,-8.43264,-3.04312
1.6193,-4.9777,-8.47094,-2.48765
1.6193,-5.31529,-9.64893,0.42618
1.6794,-4.9753,-10.54439,1.69515
1.6797,-5.39909,-10.50129,1.02714
1.6797,-5.9809,-9.59865,0.07183
1.7402,-5.74147,-8.56193,-0.56026
1.7413,-5.68161,-7.9897,-0.61533
1.7414,-5.57627,-7.6545,-0.49083
1.8,-5.13093,-7.58027,-0.38069
1.8,-4.91066,-7.84125,-0.4166
1.8,-4.65208,-7.8628,-0.34717
1.8596,-4.69278,-7.89392,-0.32323
1.8597,-4.65686,-8.06152,-0.30647
1.8597,-4.83644,-8.18124,-0.0431
1.9198,-4.93221,-7.95857,0.07901
1.92,-5.03037,-7.779,0.06225
1.92,-5.54753,-7.92266,-0.10535
1.9792,-5.37754,-8.12617,-0.28492
1.9793,-5.07586,-8.4494,-0.76138
1.9793,-5.03755,-8.75586,-0.74462
2.0393,-5.24107,-8.92107,-0.17718
2.0434,-5.57627,-9.115,0.05986
2.0435,-5.67683,-9.26345,-0.03352
2.1001,-5.75105,-9.39274,0.05746
2.1001,-5.57387,-9.18923,0.43576
2.1001,-5.10938,-8.89713,0.86433
2.1594,-4.74545,-8.73192,1.10137
2.16,-4.48448,-8.84206,1.53234
2.16,-4.4342,-9.52443,2.06147
2.2196,-4.80292,-10.46537,2.64567
2.2197,-4.20195,-9.87638,2.62173
2.2197,-4.6401,-10.13736,1.57304
2.2796,-5.46134,-11.09746,0.25858
2.2797,-5.33923,-10.29059,0.41421
2.2798,-6.81411,-7.64731,0.9601
2.3391,-8.71516,-6.07667,0.2514
2.3391,-10.64973,-7.06072,0.5866
2.3391,-11.06873,-8.7391,-0.17239
2.4006,-10.48692,-9.68005,-0.90504
2.4007,-7.99688,-9.21556,-0.59378
2.4007,-6.30413,-8.30574,0.18675
2.4593,-6.38074,-7.70717,0.89546
2.4593,-6.06709,-6.90269,0.70631
2.4593,-6.04554,-6.23469,0.15084
2.5195,-6.21075,-5.86358,0.10295
2.5205,-6.19878,-5.64331,0.23943
2.5206,-5.99766,-5.62176,0.61772
2.5796,-5.56669,-5.72232,1.50121
2.5797,-5.29135,-5.71753,1.5467
2.5797,-5.03277,-5.37036,1.36474
2.6401,-4.49645,-4.92263,1.64487
2.6401,-4.24265,-4.46293,1.90105
