time,X_value,Y_value,Z_value
8.6928,-5.88224,-7.81916,0.65582
8.7537,-5.77573,-7.92527,-0.03144
8.8135,-5.67887,-7.995,0.02029
8.876,-5.66765,-8.00185,0.13497
8.9339,-5.84322,-7.87543,0.06512
8.995,-5.88109,-7.81451,-0.71852
9.0534,-5.85704,-7.82864,-0.75998
9.1136,-5.80377,-7.85855,-0.854
9.1751,-5.8107,-7.80701,-1.20677
9.2333,-5.82945,-7.74394,-1.48966
9.2932,-5.96031,-7.6476,-1.46931
9.352,-5.95564,-7.61418,-1.6506
9.4122,-5.9664,-7.58288,-1.75267
9.474,-5.929,-7.55812,-1.9728
9.5316,-6.03711,-7.49522,-1.88279
9.5917,-6.08181,-7.39513,-2.1198
9.6515,-6.13964,-7.28659,-2.31957
9.7143,-6.30025,-7.09416,-2.47986
9.7754,-6.44279,-6.88316,-2.69861
9.8327,-6.47371,-6.87354,-2.64866
9.8937,-6.55041,-7.12665,-1.57261
9.9536,-6.21287,-7.58663,0.11539
10.0137,-6.09212,-7.59272,1.18608
10.0746,-5.8023,-7.62219,2.09897
10.1324,-5.74889,-7.47255,2.69839
10.1939,-5.8992,-7.24003,2.99193
10.2529,-6.16382,-6.99988,3.0297
10.3125,-6.30523,-6.88976,2.99091
10.3748,-6.23998,-6.9833,2.90968
10.4324,-6.05633,-6.83441,3.57518
10.4937,-6.05526,-6.89713,3.45451
10.5522,-6.55501,-7.09193,1.70487
10.6117,-6.47526,-7.35966,-0.27659
10.6747,-6.26782,-7.51805,-0.60277
10.7327,-6.26919,-7.45683,-1.1238
10.7944,-6.41691,-7.24403,-1.58651
10.8531,-6.5483,-6.94212,-2.2576
10.9137,-6.90364,-6.68952,-1.93906
10.9747,-6.93482,-6.86459,-0.97753
11.033,-6.55096,-7.23349,0.96519
11.0939,-6.04785,-7.41822,2.13628
11.1538,-5.84684,-7.31493,2.91145
11.2137,-5.72608,-7.11916,3.56366
11.274,-5.60017,-7.09179,3.80982
11.3324,-5.87833,-6.96784,3.6145
11.3934,-6.35837,-6.67076,3.35296
11.4518,-6.42086,-6.73872,3.08741
11.5121,-6.37013,-6.492,3.66683
11.5749,-6.26542,-6.84048,3.18158
11.6323,-6.57282,-7.18031,1.18802
11.6938,-6.25113,-7.52441,0.69041
11.753,-6.0863,-7.68851,0.1175
11.8127,-6.01361,-7.72407,-0.58755
11.8747,-6.07271,-7.45187,-1.93953
11.9327,-6.41648,-7.13802,-2.01175
11.9968,-6.64141,-6.9813,-1.82296
12.0528,-6.6611,-7.18633,-0.39563
12.1119,-6.21562,-7.46947,1.32036
12.1741,-5.90336,-7.46502,2.36513
12.232,-5.68946,-7.26796,3.31316
12.2938,-5.50932,-7.19822,3.7421
12.3527,-5.5878,-7.07178,3.86479
12.4138,-5.90277,-6.90336,3.69745
12.4741,-6.0125,-6.86117,3.59783
12.5326,-6.03835,-6.91079,3.45682
12.5937,-5.8085,-7.16636,3.32787
12.6524,-5.64556,-7.28205,3.35701
12.7118,-6.14751,-7.2632,2.37152
12.7733,-6.27881,-7.51765,0.48134
12.8341,-5.94773,-7.79082,-0.31248
12.892,-5.96174,-7.77451,-0.4297
12.9527,-6.03431,-7.61443,-1.33326
13.0122,-6.11919,-7.26207,-2.44706
13.072,-6.54226,-6.9822,-2.14883
13.1419,-6.4191,-7.04284,-2.31593
13.1921,-6.57166,-7.24736,-0.67761
13.2521,-6.21254,-7.53116,0.92523
13.314,-6.01935,-7.48794,1.96678
13.3734,-5.73938,-7.33048,3.08119
13.4334,-5.81394,-7.09559,3.4671
13.4919,-6.03318,-6.80695,3.66557
13.5514,-6.25698,-6.88926,3.09166
13.6122,-6.18576,-6.78084,3.45353
13.6748,-6.1685,-6.95096,3.13112
13.7323,-6.20521,-6.86209,3.25228
13.7937,-6.25146,-7.06398,2.68133
13.8527,-6.58348,-6.94295,2.15017
13.9123,-6.39525,-7.36279,1.0297
13.9744,-6.03268,-7.72101,0.40345
14.0326,-6.0982,-7.67973,0.06182
14.093,-6.18973,-7.59113,-0.48162
14.1527,-6.22811,-7.40954,-1.57454
14.2127,-6.57263,-7.02385,-1.90687
14.2733,-6.78431,-6.78901,-2.01303
14.3315,-6.94985,-6.84916,-0.97914
14.3938,-6.6793,-7.15258,0.63052
14.4519,-6.28695,-7.26727,1.95729
14.512,-6.06339,-7.16909,2.83014
14.5734,-5.86751,-7.04455,3.48091
14.6336,-5.78651,-7.08701,3.52999
14.6921,-5.81971,-7.09782,3.45284
14.7516,-6.32528,-6.83367,3.07604
14.8126,-6.44787,-6.63838,3.24451
14.8739,-6.32323,-6.65055,3.45793
14.9313,-6.3893,-6.46392,3.68304
14.9939,-6.68384,-6.8079,2.2691
15.0525,-6.53882,-6.91494,2.36591
15.1131,-6.30579,-7.10396,2.43739
15.1741,-6.22889,-7.43383,1.4524
15.2328,-6.40455,-7.40636,0.54562
15.292,-6.53696,-7.30914,-0.12104
15.352,-6.43024,-7.39784,-0.30635
15.413,-6.37467,-7.40391,-0.84589
15.4749,-6.69972,-7.11981,-0.76928
15.532,-7.02434,-6.80989,-0.67386
15.592,-7.41761,-6.39817,-0.46104
15.6521,-7.55792,-6.24593,0.19014
15.7127,-7.40695,-6.31024,1.21993
15.7738,-7.23,-6.43918,1.56019
15.832,-6.75443,-6.66269,2.48123
15.893,-6.49714,-6.826,2.7135
15.9513,-6.64367,-6.74518,2.5562
16.0131,-6.61861,-6.57329,3.02589
16.0743,-6.57481,-6.6763,2.89291
16.1309,-6.42537,-6.7436,3.06735
16.1939,-6.36457,-6.69951,3.28314
16.252,-6.44927,-6.72116,3.06645
16.3124,-6.52853,-6.90191,2.4315
16.3732,-6.49539,-6.97642,2.30427
16.4314,-6.67413,-6.7935,2.33975
16.4912,-6.78119,-7.07353,0.38817
16.5518,-6.53605,-7.31039,-0.09091
16.6117,-6.47115,-7.36487,-0.22973
16.6727,-6.32027,-7.42275,-1.06166
16.7312,-6.30941,-7.37638,-1.39659
16.7938,-6.47055,-7.22519,-1.44872
16.8521,-6.45653,-7.10648,-1.99532
16.9115,-6.59441,-7.0466,-1.74049
16.9736,-6.79784,-7.05383,-0.4505
17.0318,-6.42609,-7.32783,1.08553
17.0936,-6.07874,-7.43111,1.99942
17.1532,-5.69041,-7.4546,2.86675
17.2118,-5.58428,-7.35215,3.30635
17.2739,-5.53214,-7.37134,3.35097
17.3315,-5.6725,-7.43307,2.95675
17.3931,-5.72852,-7.33039,3.10153
17.4523,-5.68921,-7.10113,3.65748
17.513,-5.67881,-7.10571,3.66474
17.5736,-6.13782,-7.00167,3.07799
17.6316,-6.06418,-7.27114,2.55467
17.6926,-6.50587,-7.19846,1.4234
17.7523,-6.62269,-7.22534,0.32361
17.8125,-6.48253,-7.32486,-0.70227
17.8736,-6.50534,-7.2834,-0.89593
17.9325,-6.50242,-7.18039,-1.52666
17.9932,-6.41181,-7.00754,-2.43994
18.0522,-6.82759,-6.70518,-2.14355
18.1115,-6.79185,-6.83517,-1.82244
18.1733,-6.63304,-7.22131,0.15985
18.2334,-6.13426,-7.46332,1.6852
18.2919,-6.11973,-7.25187,2.47574
18.3521,-5.87048,-7.02257,3.52012
18.4138,-5.93231,-6.75856,3.91148
18.4724,-6.06331,-6.58904,3.99888
18.5308,-6.41253,-6.70516,3.17655
18.5927,-6.57952,-6.48332,3.29343
