time,X_value,Y_value,Z_value
7.2956,-5.15487,3.5555,10.4127
7.3154,0.32562,-0.02394,10.8293
7.3363,3.03355,-3.48846,12.65614
7.3542,4.79094,-3.09819,14.02087
7.3762,1.01996,-2.96651,11.5835
7.396,-1.4198,-2.92102,6.88354
7.4146,-3.79732,-3.83323,3.91703
7.4363,-3.14129,-3.56029,1.76697
7.4554,-3.58423,-1.91781,-0.95292
7.4743,-1.69036,0.5842,-1.75261
7.4949,-0.57941,1.52036,3.81887
7.5142,-0.5842,-0.20351,7.25226
7.5359,1.65444,-1.23545,7.61619
7.5547,1.01038,0.05507,6.39511
7.577,-1.50121,4.8077,6.36159
7.5959,-3.73507,6.46694,7.51084
7.6147,-3.96731,5.99048,7.79576
7.6377,-6.34243,5.17642,8.74389
7.6565,-5.38951,6.83087,5.1453
7.6751,-6.74707,6.41905,2.86116
7.6971,-6.30173,7.11578,6.44539
7.7149,-7.1924,5.3967,10.06553
7.7374,-5.85161,4.5994,7.95618
7.755,-0.3352,8.43503,0.96729
7.7753,-0.34478,9.83089,-1.73585
7.7964,-0.67997,10.33369,-0.71589
7.8156,-1.18995,9.9123,2.28653
7.8358,-3.03594,7.78858,3.45494
7.8542,-2.66483,8.30334,3.04073
7.8751,-3.06946,8.67685,-1.0439
7.8955,-2.71032,8.83487,-1.93457
7.9141,-3.27297,7.24986,1.62092
7.9365,-3.47409,8.2387,6.6513
7.9558,-5.21473,8.60263,5.78217
7.9751,-3.70873,7.32888,-0.61293
7.9985,-0.44055,5.89949,-5.18839
8.0161,0.49801,5.60739,-2.19316
8.0341,-2.20034,6.16765,1.30009
8.0558,-6.40708,7.17804,6.14131
8.0746,-6.55552,4.8939,7.43183
8.0956,-2.64807,2.36554,3.18439
8.116,-0.35914,1.69754,0.90982
8.1356,-0.21788,2.10217,0.1269
8.1558,1.506,3.70394,0.38548
8.1762,2.75581,3.95774,1.55149
8.1945,3.3472,3.67761,4.7263
8.2148,2.8851,4.17322,5.37994
8.236,3.02636,8.50925,0.28013
8.2559,0.60575,12.79979,-2.45413
8.2765,-3.23467,12.48135,3.07185
8.3017,-5.94738,10.63776,9.70878
8.3157,-6.93861,7.28817,9.01684
8.3352,-5.71753,6.64411,3.3448
8.3569,-4.3504,8.09265,-2.61455
8.3752,-3.40466,8.36081,-3.38072
8.5042,-2.51638,10.36721,3.26819
8.5042,-2.21231,10.3696,0.26098
8.5042,-1.5898,10.02722,-0.21548
8.5042,-0.42139,8.89952,2.03513
8.5637,1.1277,9.21796,3.25861
8.5647,0.40463,10.25229,4.01041
8.5647,1.63768,9.57231,3.55789
8.6224,1.75979,6.77101,4.39349
8.6224,2.19076,4.83404,4.13252
8.6224,3.37593,4.02956,1.7574
8.6826,3.68239,4.41504,0.57223
8.6826,3.98886,4.69278,-0.86673
8.6826,4.3073,2.73666,-3.24185
8.7422,6.3975,1.98964,-0.83321
8.7422,5.49486,2.47329,5.69119
8.7422,0.70631,1.98007,3.65127
8.8033,-3.67282,2.7606,-5.20515
8.8033,-5.54993,6.16047,-4.25702
8.8033,-12.52924,15.79503,2.39188
8.8635,-21.16539,22.68815,4.65447
8.8644,-28.89171,23.47347,8.04476
8.8644,-22.85575,20.47344,-2.21231
8.9239,-10.33608,9.09585,-10.72635
8.9239,-10.02483,0.88349,-12.70642
8.924,-5.65049,5.28416,-19.06322
8.9818,5.75584,-15.61067,-0.70152
8.9822,14.27467,-17.84453,-8.22433
